#title = mean sea level anomaly global ocean (Annual signals removed) 
#institution = NOAA/Laboratory for Satellite Altimetry 
#references = NOAA Sea Level Rise (http://www.star.nesdis.noaa.gov/sod/lsa/SeaLevelRise/) and Radar Altimeter Database System (http://www.deos.tudelft.nl/altim/rads/) 
#comment = Data use policy: In publications, presentations, or on web pages based on LSA data the following acknowledgment should be included: 'Altimetry data are provided by NOAA Laboratory for Satellite Altimetry.' 
#trend = 2.96 mm/year (no glacial isostatic adjustment correction) 
year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
1998.8505,-5.30000,,,
1998.8775,-11.15000,,,
1998.9046,-16.18000,,,
1998.9319,-8.70000,,,
1998.9591,-6.61000,,,
1998.9862,-1.83000,,,
1999.0133,-4.83000,,,
1999.0405,-6.38000,,,
1999.0948,-9.04000,,,
1999.1256,6.39000,,,
1999.1491,1.65000,,,
1999.1763,-3.29000,,,
1999.2034,-8.59000,,,
1999.2306,-7.12000,,,
1999.2577,-4.50000,,,
1999.2848,-1.81000,,,
1999.3392,-4.07000,,,
1999.3663,-9.17000,,,
1999.3933,-11.28000,,,
1999.4206,-5.18000,,,
1999.4478,-6.13000,,,
1999.4749,-1.91000,,,
1999.5020,0.44000,,,
1999.5292,-4.93000,,,
1999.5566,-7.23000,,,
1999.5834,-2.29000,,,
1999.6106,-2.70000,,,
1999.6377,0.75000,,,
1999.6920,-7.38000,,,
1999.7192,-4.53000,,,
1999.7462,-4.19000,,,
1999.7735,3.50000,,,
1999.8008,2.50000,,,
1999.8278,-2.76000,,,
1999.8550,-8.90000,,,
1999.8822,-8.48000,,,
1999.9092,-4.38000,,,
1999.9636,4.52000,,,
1999.9907,4.00000,,,
2000.0178,-3.53000,,,
2000.0450,-2.51000,,,
2000.0721,4.98000,,,
2000.0993,2.95000,,,
2000.1264,1.10000,,,
2000.1536,-1.62000,,,
2000.1807,-6.17000,,,
2000.2078,-6.38000,,,
2000.2350,2.10000,,,
2000.2894,1.04000,,,
2000.3165,-4.57000,,,
2000.3436,-8.60000,,,
2000.3707,-7.60000,,,
2000.3978,-3.32000,,,
2000.4250,1.46000,,,
2000.4522,0.48000,,,
2000.4794,-2.75000,,,
2000.5065,-4.75000,,,
2000.5337,-1.97000,,,
2000.5879,-0.12000,,,
2000.6149,0.45000,,,
2000.6423,-2.53000,,,
2000.6694,-9.63000,,,
2000.6965,-6.63000,,,
2000.7235,1.76000,,,
2000.7509,5.84000,,,
2000.7780,4.20000,,,
2000.8051,-3.42000,,,
2000.8595,-2.89000,,,
2000.8860,0.86000,,,
2000.9145,3.76000,,,
2000.9409,2.45000,,,
2000.9681,-0.15000,,,
2000.9952,0.92000,,,
2001.0222,2.17000,,,
2001.0766,5.61000,,,
2001.1038,2.74000,,,
2001.1309,-3.74000,,,
2001.1581,-2.59000,,,
2001.1852,3.55000,,,
2001.2124,2.53000,,,
2001.2395,6.42000,,,
2001.2666,3.86000,,,
2001.2937,0.78000,,,
2001.3210,-3.01000,,,
2001.3482,-0.84000,,,
2001.3752,5.06000,,,
2001.4024,5.33000,,,
2001.4296,3.99000,,,
2001.4567,-0.93000,,,
2001.4840,4.41000,,,
2001.5110,6.85000,,,
2001.5381,10.98000,,,
2001.5653,7.49000,,,
2001.5924,8.14000,,,
2001.6195,0.27000,,,
2001.6468,-1.72000,,,
2001.6738,2.10000,,,
2001.7010,10.82000,,,
2001.7283,10.44000,,,
2001.7553,7.59000,,,
2001.7825,-0.28000,,,
2001.8096,-4.23000,,,
2001.8368,3.55000,,,
2001.8639,9.03000,,,
2001.8918,7.98000,,,
2001.9182,5.54000,,,
2001.9454,0.68000,,,
2001.9725,0.98000,,,
2001.9996,9.03000,,,
2002.0270,6.97000,,,
2002.0537,,0.60000,,
2002.0540,6.01000,,,
2002.0811,5.43000,,,
2002.0819,,7.32000,,
2002.1083,0.72000,8.80000,,
2002.1352,,9.61000,,
2002.1354,2.61000,,,
2002.1626,7.44000,8.76000,,
2002.1897,8.06000,,,
2002.1898,,2.95000,,
2002.2168,8.34000,,,
2002.2169,,4.73000,,
2002.2438,,3.51000,,
2002.2440,2.74000,,,
2002.2711,0.89000,,,
2002.2713,,8.36000,,
2002.2983,,4.08000,,
2002.2988,-2.67000,,,
2002.3254,4.14000,4.90000,,
2002.3525,,4.60000,,
2002.3527,8.13000,,,
2002.3797,8.23000,6.49000,,
2002.4069,6.28000,5.62000,,
2002.4340,-0.28000,3.05000,,
2002.4611,4.26000,6.46000,,
2002.4883,14.05000,8.98000,,
2002.5155,,6.70000,,
2002.5426,10.42000,8.90000,,
2002.5697,7.29000,11.08000,,
2002.5969,5.69000,11.26000,,
2002.6239,7.81000,,,
2002.6240,,11.70000,,
2002.6512,,8.45000,,
2002.6551,11.26000,,,
2002.6783,11.43000,,,
2002.6784,,6.19000,,
2002.7055,,6.01000,,
2002.7064,10.62000,,,
2002.7326,7.65000,,,
2002.7327,,8.49000,,
2002.7598,,6.62000,,
2002.7599,-0.75000,,,
2002.7863,7.36000,,,
2002.7869,,10.25000,,
2002.8141,,12.93000,,
2002.8143,15.27000,,,
2002.8413,,5.28000,,
2002.8415,12.42000,,,
2002.8684,11.76000,5.89000,,
2002.8943,,9.88000,,
2002.8962,11.86000,,,
2002.9227,12.25000,9.12000,,
2002.9498,13.41000,9.42000,,
2002.9770,14.11000,7.43000,,
2003.0041,,7.08000,,
2003.0042,15.45000,,,
2003.0312,12.15000,,,
2003.0313,,7.20000,,
2003.0584,13.06000,12.30000,,
2003.0856,8.54000,12.46000,,
2003.1127,13.80000,14.93000,,
2003.1398,11.36000,,,
2003.1399,,9.62000,,
2003.1670,15.47000,,,
2003.1671,,7.84000,,
2003.1942,15.38000,9.91000,,
2003.2212,9.66000,,,
2003.2213,,11.06000,,
2003.2484,9.96000,,,
2003.2485,,9.94000,,
2003.2756,10.32000,,,
2003.2799,,10.00000,,
2003.3028,13.77000,7.70000,,
2003.3299,16.90000,,,
2003.3300,,8.61000,,
2003.3570,18.29000,10.12000,,
2003.3842,13.79000,10.50000,,
2003.4113,,10.41000,,
2003.4114,9.83000,,,
2003.4385,12.44000,7.63000,,
2003.4657,17.15000,8.51000,,
2003.4928,15.19000,6.20000,,
